-
aldo-1,sca-1,506555,504756,T05D4.1.2,K11D9.2a.2,0.000,0.000,0.000,0.000,0.635,0.000,0.000,0.183,0.682
tpi-1,fbp-1,509457,504274,Y17G7B.7.2,K07A3.1.3,0.074,0.000,0.000,0.000,0.313,0.000,0.000,0.281,0.480
gpi-1,gpd-4,512335,500634,Y87G2A.8b.2,F33H1.2.1,0.103,0.000,0.000,0.000,0.208,0.000,0.800,0.324,0.883
K07A12.1,ula-1,504266,495899,K07A12.1,C26E6.8.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.616,0.616
aldo-1,K07A12.1,506555,504266,T05D4.1.2,K07A12.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.447,0.447
aldo-2,C50D2.7,498278,497431,F01F1.12a,C50D2.7.1,0.000,0.000,0.000,0.000,0.000,0.000,0.944,0.000,0.944
cgp-1,vha-8,509881,495496,Y38C9A.2.1,C17H12.14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440,0.440
pyk-2,R05F9.6,513226,505441,ZK593.1,R05F9.6,0.000,0.000,0.000,0.000,0.208,0.000,0.000,0.514,0.589
hif-1,aldo-2,501064,498278,F38A6.3b,F01F1.12a,0.000,0.000,0.000,0.000,0.102,0.000,0.408,0.068,0.435
tpi-1,F25B5.4a.3,509457,499925,Y17G7B.7.2,F25B5.4a.3,0.000,0.000,0.000,0.000,0.000,0.534,0.000,0.120,0.563
pyk-2,gpd-1,513226,506991,ZK593.1,T09F3.3.2,0.211,0.000,0.000,0.000,0.205,0.101,0.000,0.400,0.589
T22B7.7,ugt-53,507756,506313,T22B7.7,T03D3.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.406,0.406
aldo-1,fbp-1,506555,504274,T05D4.1.2,K07A3.1.3,0.000,0.000,0.000,0.000,0.158,0.000,0.972,0.180,0.978
F46H5.3,C05G5.4,501904,494493,F46H5.3a,C05G5.4,0.000,0.000,0.000,0.000,0.633,0.000,0.000,0.000,0.634
aldo-1,cpn-3,506555,500293,T05D4.1.2,F28H1.2.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.695,0.694
W05G11.6,aldo-1,508761,506555,W05G11.6a.2,T05D4.1.2,0.000,0.000,0.000,0.000,0.258,0.000,0.000,0.272,0.424
pyk-2,F14B4.2,513226,499065,ZK593.1,F14B4.2a.2,0.000,0.000,0.000,0.000,0.207,0.108,0.000,0.768,0.813
gpi-1,gpd-2,512335,504647,Y87G2A.8b.2,K10B3.8.1,0.103,0.000,0.000,0.000,0.208,0.000,0.800,0.324,0.883
aldo-1,set-8,506555,498332,T05D4.1.2,F02D10.7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440,0.440
gpi-1,aldo-2,512335,498278,Y87G2A.8b.2,F01F1.12a,0.000,0.000,0.000,0.000,0.440,0.000,0.856,0.126,0.919
gpd-3,pyk-1,504646,499993,K10B3.7.2,F25H5.3e,0.211,0.000,0.000,0.000,0.205,0.101,0.000,0.400,0.589
asb-2,C05G5.4,498343,494493,F02E8.1.2,C05G5.4,0.000,0.000,0.000,0.000,0.758,0.000,0.000,0.000,0.758
enol-1,pgk-1,507646,506343,T21B10.2c.1,T03F1.3,0.472,0.000,0.469,0.000,0.846,0.696,0.000,0.548,0.992
aldo-1,R05F9.6,506555,505441,T05D4.1.2,R05F9.6,0.000,0.000,0.000,0.000,0.175,0.000,0.800,0.160,0.842
dhs-3,ugt-13,506273,503664,T02E1.5b,H23N18.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.585,0.585
enol-1,gpd-4,507646,500634,T21B10.2c.1,F33H1.2.1,0.243,0.000,0.000,0.000,0.472,0.305,0.000,0.347,0.780
T01C8.5,C37E2.1,506174,496688,T01C8.5,C37E2.1.1,0.000,0.000,0.000,0.000,0.259,0.000,0.800,0.202,0.865
aldo-2,apl-1,498278,496926,F01F1.12a,C42D8.8a,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.899
F17A9.4,C30G12.2,499359,496161,F17A9.4,C30G12.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.581,0.581
gpd-3,aldo-2,504646,498278,K10B3.7.2,F01F1.12a,0.200,0.000,0.000,0.000,0.272,0.097,0.958,0.275,0.979
ugt-53,dhs-29,506313,500183,T03D3.1,F27D9.6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.619,0.619
gpd-4,pyk-1,500634,499993,F33H1.2.1,F25H5.3e,0.211,0.000,0.000,0.000,0.241,0.101,0.000,0.400,0.608
F57B10.3,F09E5.3,503055,498641,F57B10.3a,F09E5.3.2,0.064,0.000,0.000,0.000,0.155,0.000,0.800,0.000,0.819
gpi-1,F09E5.3,512335,498641,Y87G2A.8b.2,F09E5.3.2,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.144,0.817
gpi-1,pyk-1,512335,499993,Y87G2A.8b.2,F25H5.3e,0.191,0.000,0.000,0.000,0.519,0.000,0.800,0.243,0.928
Y24D9A.8,aldo-2,509608,498278,Y24D9A.8a.2,F01F1.12a,0.065,0.000,0.000,0.000,0.000,0.000,0.900,0.402,0.936
aldo-1,F54F11.2,506555,502639,T05D4.1.2,F54F11.2a,0.000,0.000,0.000,0.000,0.169,0.000,0.000,0.402,0.470
gpd-1,aldo-1,506991,506555,T09F3.3.2,T05D4.1.2,0.200,0.000,0.000,0.000,0.207,0.097,0.958,0.275,0.977
asg-2,vha-8,497607,495496,C53B7.4,C17H12.14,0.000,0.000,0.000,0.000,0.155,0.000,0.540,0.183,0.638
tag-93,set-8,499934,498332,F25D1.1a,F02D10.7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.446,0.446
gpd-2,pyk-1,504647,499993,K10B3.8.1,F25H5.3e,0.211,0.000,0.000,0.000,0.205,0.101,0.000,0.400,0.589
K07A12.1,F21D5.6,504266,499665,K07A12.1,F21D5.6,0.000,0.000,0.000,0.000,0.225,0.000,0.000,0.642,0.704
aldo-1,pcca-1,506555,500182,T05D4.1.2,F27D9.5,0.000,0.000,0.000,0.000,0.513,0.000,0.000,0.256,0.613
gpd-2,asb-2,504647,498343,K10B3.8.1,F02E8.1.2,0.000,0.000,0.000,0.000,0.522,0.000,0.000,0.000,0.522
aldo-1,D2096.8,506555,498077,T05D4.1.2,D2096.8,0.000,0.000,0.000,0.000,0.089,0.000,0.000,0.401,0.418
gpi-1,ldh-1,512335,498991,Y87G2A.8b.2,F13D12.2,0.214,0.000,0.000,0.000,0.153,0.000,0.800,0.582,0.932
atn-1,aldo-1,508689,506555,W04D2.1a,T05D4.1.2,0.000,0.000,0.000,0.000,0.229,0.136,0.900,0.000,0.924
pcca-1,sdha-1,500182,494251,F27D9.5,C03G5.1.1,0.000,0.000,0.000,0.000,0.615,0.000,0.000,0.000,0.615
enol-1,gpd-1,507646,506991,T21B10.2c.1,T09F3.3.2,0.243,0.000,0.000,0.000,0.441,0.305,0.000,0.347,0.767
aldo-1,ldh-1,506555,498991,T05D4.1.2,F13D12.2,0.000,0.000,0.000,0.000,0.672,0.000,0.800,0.583,0.968
aldo-1,iff-2,506555,502554,T05D4.1.2,F54C9.1.3,0.164,0.000,0.000,0.000,0.529,0.000,0.000,0.000,0.580
Y71H10A.1,tkt-1,511960,498291,Y71H10A.1a,F01G10.1.2,0.000,0.000,0.000,0.000,0.180,0.000,0.900,0.194,0.924
ugt-13,dhs-29,503664,500183,H23N18.1,F27D9.6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.691,0.690
T22B7.7,T02G5.4,507756,506289,T22B7.7,T02G5.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.579,0.579
Y56A3A.18,aldo-2,511325,498278,Y56A3A.18,F01F1.12a,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.447,0.447
gpd-1,F09E5.3,506991,498641,T09F3.3.2,F09E5.3.2,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.800
W05G11.6,fbp-1,508761,504274,W05G11.6a.2,K07A3.1.3,0.000,0.000,0.000,0.000,0.066,0.000,0.000,0.553,0.554
atn-1,sca-1,508689,504756,W04D2.1a,K11D9.2a.2,0.000,0.000,0.000,0.000,0.482,0.000,0.000,0.180,0.547
pyk-2,gpd-4,513226,500634,ZK593.1,F33H1.2.1,0.211,0.000,0.000,0.000,0.205,0.101,0.000,0.400,0.589
gpd-2,aldo-2,504647,498278,K10B3.8.1,F01F1.12a,0.200,0.000,0.000,0.000,0.315,0.097,0.958,0.275,0.980
pcca-1,pyk-1,500182,499993,F27D9.5,F25H5.3e,0.000,0.000,0.000,0.000,0.073,0.106,0.000,0.401,0.435
T22B7.7,ugt-39,507756,498745,T22B7.7,F10D2.2a,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.409,0.408
R05F9.6,tkt-1,505441,498291,R05F9.6,F01G10.1.2,0.076,0.000,0.000,0.000,0.374,0.000,0.900,0.272,0.948
ldh-1,C04C3.3,498991,494303,F13D12.2,C04C3.3.2,0.000,0.000,0.000,0.000,0.185,0.098,0.900,0.124,0.921
K07A12.1,aldo-2,504266,498278,K07A12.1,F01F1.12a,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.447,0.447
dhs-3,asg-2,506273,497607,T02E1.5b,C53B7.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.456
pyk-2,tkt-1,513226,498291,ZK593.1,F01G10.1.2,0.259,0.000,0.000,0.000,0.207,0.000,0.800,0.292,0.898
Y43F4B.5,aldo-1,510309,506555,Y43F4B.5a.2,T05D4.1.2,0.000,0.000,0.000,0.000,0.078,0.000,0.800,0.000,0.803
F54F11.2,unc-15,502639,498376,F54F11.2a,F07A5.7a,0.000,0.000,0.000,0.000,0.413,0.000,0.000,0.000,0.413
ldh-1,C05G5.4,498991,494493,F13D12.2,C05G5.4,0.234,0.000,0.000,0.000,0.310,0.000,0.227,0.180,0.594
aldo-1,C05G5.4,506555,494493,T05D4.1.2,C05G5.4,0.000,0.000,0.000,0.000,0.535,0.000,0.000,0.158,0.582
dhs-29,C30G12.2,500183,496161,F27D9.6,C30G12.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.584,0.583
aldo-1,gpd-3,506555,504646,T05D4.1.2,K10B3.7.2,0.200,0.000,0.000,0.000,0.610,0.097,0.958,0.275,0.989
apl-1,sdha-1,496926,494251,C42D8.8a,C03G5.1.1,0.000,0.000,0.000,0.000,0.426,0.000,0.000,0.000,0.425
W05G11.6,enol-1,508761,507646,W05G11.6a.2,T21B10.2c.1,0.000,0.000,0.000,0.000,0.159,0.000,0.966,0.260,0.976
aldo-1,F57B10.3,506555,503055,T05D4.1.2,F57B10.3a,0.000,0.000,0.000,0.000,0.172,0.000,0.800,0.000,0.823
ugt-6,ldh-1,512670,498991,ZC455.4,F13D12.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.589,0.589
T22B7.7,gst-36,507756,505534,T22B7.7,R07B1.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.515,0.515
atn-1,aldo-2,508689,498278,W04D2.1a,F01F1.12a,0.000,0.000,0.000,0.000,0.158,0.136,0.900,0.000,0.917
Y24D9A.8,R05F9.6,509608,505441,Y24D9A.8a.2,R05F9.6,0.075,0.000,0.000,0.000,0.257,0.176,0.800,0.272,0.893
aldo-1,ugt-39,506555,498745,T05D4.1.2,F10D2.2a,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.589,0.589
aldo-2,C04C3.3,498278,494303,F01F1.12a,C04C3.3.2,0.000,0.000,0.000,0.000,0.077,0.000,0.800,0.070,0.804
Y71H10A.1,pyk-1,511960,499993,Y71H10A.1a,F25H5.3e,0.357,0.000,0.000,0.000,0.439,0.000,0.000,0.000,0.616
iff-2,asb-2,502554,498343,F54C9.1.3,F02E8.1.2,0.000,0.000,0.000,0.000,0.802,0.000,0.000,0.000,0.802
gas-1,pcca-1,504532,500182,K09A9.5,F27D9.5,0.000,0.000,0.000,0.000,0.592,0.000,0.000,0.000,0.592
gpd-3,F57B10.3,504646,503055,K10B3.7.2,F57B10.3a,0.243,0.000,0.000,0.000,0.195,0.000,0.256,0.094,0.501
W05G11.6,C04C3.3,508761,494303,W05G11.6a.2,C04C3.3.2,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.800
gpi-1,gpd-1,512335,506991,Y87G2A.8b.2,T09F3.3.2,0.103,0.000,0.000,0.000,0.208,0.000,0.800,0.324,0.883
tpi-1,gpd-4,509457,500634,Y17G7B.7.2,F33H1.2.1,0.357,0.031,0.000,0.000,0.333,0.000,0.960,0.441,0.988
pyk-2,aldo-2,513226,498278,ZK593.1,F01F1.12a,0.000,0.000,0.000,0.000,0.191,0.000,0.800,0.256,0.862
gpd-1,pyk-1,506991,499993,T09F3.3.2,F25H5.3e,0.211,0.000,0.000,0.000,0.205,0.101,0.000,0.400,0.589
Y71H10A.1,aldo-2,511960,498278,Y71H10A.1a,F01F1.12a,0.000,0.000,0.000,0.000,0.239,0.000,0.961,0.170,0.972
ugt-13,ldh-1,503664,498991,H23N18.1,F13D12.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.582,0.581
Y24D9A.8,gpd-3,509608,504646,Y24D9A.8a.2,K10B3.7.2,0.000,0.000,0.000,0.000,0.066,0.000,0.840,0.183,0.861
pyk-1,C50F4.2,499993,497477,F25H5.3e,C50F4.2,0.357,0.000,0.000,0.000,0.328,0.000,0.000,0.549,0.778
gpd-2,ldh-1,504647,498991,K10B3.8.1,F13D12.2,0.000,0.000,0.000,0.000,0.215,0.000,0.000,0.344,0.451
Y24D9A.8,tkt-1,509608,498291,Y24D9A.8a.2,F01G10.1.2,0.472,0.000,0.000,0.000,0.609,0.216,0.973,0.642,0.998
gpi-1,F57B10.3,512335,503055,Y87G2A.8b.2,F57B10.3a,0.092,0.000,0.000,0.000,0.000,0.000,0.800,0.082,0.810
Y71H10A.1,Y24D9A.8,511960,509608,Y71H10A.1a,Y24D9A.8a.2,0.000,0.000,0.000,0.000,0.076,0.081,0.928,0.000,0.930
gpd-4,aldo-2,500634,498278,F33H1.2.1,F01F1.12a,0.200,0.000,0.000,0.000,0.207,0.097,0.958,0.275,0.977
gpi-1,C04C3.3,512335,494303,Y87G2A.8b.2,C04C3.3.2,0.000,0.000,0.000,0.000,0.127,0.000,0.840,0.190,0.871
pyk-2,T05H10.6,513226,506618,ZK593.1,T05H10.6b,0.000,0.000,0.000,0.000,0.144,0.000,0.917,0.064,0.925
gpi-1,aldo-1,512335,506555,Y87G2A.8b.2,T05D4.1.2,0.000,0.000,0.000,0.000,0.440,0.000,0.856,0.126,0.919
Y39B6A.1,ost-1,510023,496977,Y39B6A.1.1,C44B12.2,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.899
T05H10.6,R11A5.4,506618,505856,T05H10.6b,R11A5.4a.2,0.000,0.000,0.000,0.000,0.114,0.000,0.800,0.202,0.839
aldo-1,C04C3.3,506555,494303,T05D4.1.2,C04C3.3.2,0.000,0.000,0.000,0.000,0.175,0.000,0.800,0.070,0.825
fmo-3,asg-2,509979,497607,Y39A1A.19,C53B7.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.410,0.409
tpi-1,gpd-3,509457,504646,Y17G7B.7.2,K10B3.7.2,0.357,0.032,0.000,0.000,0.407,0.000,0.960,0.441,0.989
T05H10.6,ldh-1,506618,498991,T05H10.6b,F13D12.2,0.000,0.000,0.000,0.000,0.072,0.000,0.900,0.272,0.923
aldo-1,F09E5.3,506555,498641,T05D4.1.2,F09E5.3.2,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.899
Y24D9A.8,T05H10.6,509608,506618,Y24D9A.8a.2,T05H10.6b,0.000,0.000,0.000,0.000,0.079,0.000,0.848,0.101,0.856
aldo-1,hif-1,506555,501064,T05D4.1.2,F38A6.3b,0.000,0.000,0.000,0.000,0.354,0.000,0.408,0.068,0.594
atp-2,vha-8,496479,495496,C34E10.6.3,C17H12.14,0.000,0.000,0.000,0.000,0.199,0.000,0.540,0.512,0.795
fmo-1,C30G12.2,504399,496161,K08C7.2.2,C30G12.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.403,0.402
dhs-29,ugt-43,500183,498254,F27D9.6,F01D4.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.760,0.760
ugt-39,asg-2,498745,497607,F10D2.2a,C53B7.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.547,0.547
atp-2,sdha-1,496479,494251,C34E10.6.3,C03G5.1.1,0.000,0.000,0.000,0.000,0.527,0.000,0.000,0.482,0.739
gst-36,ugt-43,505534,498254,R07B1.4,F01D4.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.760,0.760
aldo-1,atp-2,506555,496479,T05D4.1.2,C34E10.6.3,0.000,0.000,0.000,0.000,0.395,0.000,0.000,0.088,0.412
aldo-1,pqn-24,506555,497856,T05D4.1.2,D1007.14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.695,0.694
tpi-1,aldo-1,509457,506555,Y17G7B.7.2,T05D4.1.2,0.000,0.000,0.000,0.000,0.263,0.000,0.972,0.272,0.983
fmo-1,ugt-43,504399,498254,K08C7.2.2,F01D4.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.587,0.587
gpd-3,asg-2,504646,497607,K10B3.7.2,C53B7.4,0.000,0.000,0.000,0.000,0.626,0.000,0.000,0.000,0.626
iff-2,vha-12,502554,499558,F54C9.1.3,F20B6.2.1,0.000,0.000,0.000,0.000,0.429,0.000,0.000,0.000,0.429
Y24D9A.8,tpi-1,509608,509457,Y24D9A.8a.2,Y17G7B.7.2,0.068,0.000,0.000,0.000,0.091,0.000,0.800,0.547,0.906
aldo-1,ugt-53,506555,506313,T05D4.1.2,T03D3.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.587,0.587
sca-1,unc-15,504756,498376,K11D9.2a.2,F07A5.7a,0.000,0.000,0.000,0.000,0.466,0.097,0.000,0.164,0.542
T22B7.7,dhs-29,507756,500183,T22B7.7,F27D9.6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.519,0.518
pgk-1,F14B4.2,506343,499065,T03F1.3,F14B4.2a.2,0.000,0.000,0.000,0.000,0.170,0.000,0.000,0.442,0.506
aldo-1,F21D5.6,506555,499665,T05D4.1.2,F21D5.6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.447,0.447
F17A9.4,asg-2,499359,497607,F17A9.4,C53B7.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.588,0.587
pgk-1,gpd-2,506343,504647,T03F1.3,K10B3.8.1,0.357,0.000,0.000,0.000,0.401,0.384,0.960,0.666,0.995
pyk-1,ldh-1,499993,498991,F25H5.3e,F13D12.2,0.064,0.000,0.000,0.000,0.079,0.379,0.958,0.392,0.982
fbp-1,tkt-1,504274,498291,K07A3.1.3,F01G10.1.2,0.223,0.000,0.000,0.000,0.155,0.000,0.971,0.273,0.983
apl-1,ula-1,496926,495899,C42D8.8a,C26E6.8.2,0.000,0.000,0.000,0.000,0.000,0.308,0.000,0.692,0.772
pyk-1,F14B4.2,499993,499065,F25H5.3e,F14B4.2a.2,0.000,0.000,0.000,0.000,0.322,0.108,0.000,0.778,0.847
gpi-1,T05H10.6,512335,506618,Y87G2A.8b.2,T05H10.6b,0.000,0.000,0.000,0.000,0.080,0.000,0.800,0.089,0.809
aldo-1,vha-8,506555,495496,T05D4.1.2,C17H12.14,0.000,0.000,0.000,0.000,0.152,0.152,0.000,0.383,0.494
ugt-6,dhs-3,512670,506273,ZC455.4,T02E1.5b,0.000,0.000,0.000,0.000,0.180,0.000,0.000,0.590,0.641
F09E5.3,tkt-1,498641,498291,F09E5.3.2,F01G10.1.2,0.156,0.000,0.000,0.000,0.141,0.000,0.900,0.000,0.917
ugt-53,T02G5.4,506313,506289,T03D3.1,T02G5.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405,0.405
gpd-3,ldh-1,504646,498991,K10B3.7.2,F13D12.2,0.000,0.000,0.000,0.000,0.237,0.000,0.000,0.344,0.466
T22B7.7,aldo-1,507756,506555,T22B7.7,T05D4.1.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.406,0.406
gas-1,C05G5.4,504532,494493,K09A9.5,C05G5.4,0.000,0.000,0.000,0.000,0.843,0.000,0.000,0.256,0.875
Y71H10A.1,hif-1,511960,501064,Y71H10A.1a,F38A6.3b,0.000,0.000,0.000,0.000,0.000,0.000,0.408,0.088,0.424
Y43F4B.5,aldo-2,510309,498278,Y43F4B.5a.2,F01F1.12a,0.000,0.000,0.000,0.000,0.078,0.000,0.800,0.000,0.803
aldo-2,daf-7,498278,493821,F01F1.12a,B0412.2,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.065,0.900
gpi-1,R05F9.6,512335,505441,Y87G2A.8b.2,R05F9.6,0.265,0.000,0.000,0.000,0.760,0.000,0.974,0.428,0.996
gpd-1,F25B5.4a.3,506991,499925,T09F3.3.2,F25B5.4a.3,0.000,0.000,0.000,0.000,0.150,0.293,0.000,0.440,0.617
gpi-1,vha-12,512335,499558,Y87G2A.8b.2,F20B6.2.1,0.000,0.000,0.000,0.000,0.215,0.000,0.000,0.409,0.505
Y24D9A.8,F14B4.2,509608,499065,Y24D9A.8a.2,F14B4.2a.2,0.000,0.000,0.000,0.000,0.084,0.000,0.800,0.407,0.876
F54F11.2,vha-12,502639,499558,F54F11.2a,F20B6.2.1,0.000,0.000,0.000,0.000,0.770,0.000,0.000,0.000,0.770
F25B5.4a.3,D2096.8,499925,498077,F25B5.4a.3,D2096.8,0.000,0.000,0.000,0.000,0.156,0.534,0.000,0.000,0.580
enol-1,F25B5.4a.3,507646,499925,T21B10.2c.1,F25B5.4a.3,0.000,0.000,0.000,0.000,0.000,0.573,0.000,0.125,0.602
aldo-2,atp-2,498278,496479,F01F1.12a,C34E10.6.3,0.000,0.000,0.000,0.000,0.460,0.000,0.000,0.088,0.475
pgk-1,ldh-1,506343,498991,T03F1.3,F13D12.2,0.000,0.000,0.000,0.000,0.378,0.000,0.000,0.407,0.607
Y43F4B.5,F09E5.3,510309,498641,Y43F4B.5a.2,F09E5.3.2,0.260,0.586,0.000,0.000,0.199,0.000,0.870,0.076,0.961
W05G11.6,T01C8.5,508761,506174,W05G11.6a.2,T01C8.5,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.144,0.908
asg-2,atp-2,497607,496479,C53B7.4,C34E10.6.3,0.000,0.000,0.000,0.000,0.241,0.574,0.871,0.243,0.961
Y71H10A.1,pcca-1,511960,500182,Y71H10A.1a,F27D9.5,0.000,0.000,0.000,0.000,0.227,0.000,0.000,0.401,0.506
ugt-39,C30G12.2,498745,496161,F10D2.2a,C30G12.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.518,0.518
T02G5.4,F17A9.4,506289,499359,T02G5.4,F17A9.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.515,0.515
Y56A3A.18,cgp-1,511325,509881,Y56A3A.18,Y38C9A.2.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.614,0.614
gpi-1,Y43F4B.5,512335,510309,Y87G2A.8b.2,Y43F4B.5a.2,0.171,0.000,0.000,0.000,0.075,0.000,0.935,0.351,0.960
pyk-1,F09E5.3,499993,498641,F25H5.3e,F09E5.3.2,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.800
pyk-1,aldo-2,499993,498278,F25H5.3e,F01F1.12a,0.000,0.000,0.000,0.000,0.191,0.000,0.800,0.256,0.862
R05F9.6,pyk-1,505441,499993,R05F9.6,F25H5.3e,0.000,0.000,0.000,0.000,0.383,0.000,0.000,0.545,0.700
gst-36,ugt-39,505534,498745,R07B1.4,F10D2.2a,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.720
aldo-1,dhs-3,506555,506273,T05D4.1.2,T02E1.5b,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.582,0.581
R11A5.4,pcca-1,505856,500182,R11A5.4a.2,F27D9.5,0.000,0.000,0.000,0.000,0.329,0.000,0.610,0.403,0.822
fbp-1,F25B5.4a.3,504274,499925,K07A3.1.3,F25B5.4a.3,0.000,0.000,0.000,0.000,0.000,0.573,0.000,0.183,0.628
