-
lin-40,nhr-77,508235,507374,T27C4.4a,T15D6.6,0.000,0.000,0.000,0.000,0.000,0.615,0.459,0.302,0.834
ubq-2,elc-2,512753,508659,ZK1010.1.1,W03H1.2,0.000,0.000,0.000,0.000,0.095,0.000,0.900,0.493,0.947
aldo-2,apl-1,498278,496926,F01F1.12a,C42D8.8a,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.899
pgk-1,hif-1,506343,501064,T03F1.3,F38A6.3b,0.000,0.000,0.000,0.000,0.000,0.182,0.459,0.183,0.588
daf-3,C29F9.6,499948,496105,F25E2.5a,C29F9.6,0.000,0.000,0.000,0.000,0.000,0.210,0.156,0.504,0.624
pme-1,nos-3,511893,511021,Y71F9AL.18.2,Y53C12B.3b,0.000,0.000,0.000,0.000,0.118,0.183,0.301,0.000,0.426
rbx-1,pas-4,513047,496611,ZK287.5.1,C36B1.4.1,0.000,0.000,0.000,0.000,0.285,0.000,0.460,0.000,0.589
trt-1,aha-1,498094,495754,DY3.4a.1,C25A1.11,0.000,0.000,0.000,0.000,0.000,0.000,0.459,0.194,0.535
let-60,F21F3.3,513421,499681,ZK792.6,F21F3.3,0.000,0.000,0.000,0.000,0.000,0.314,0.000,0.590,0.700
jun-1,hif-1,508033,501064,T24H10.7a,F38A6.3b,0.000,0.000,0.000,0.000,0.000,0.533,0.000,0.552,0.777
K03H1.10,daf-3,504024,499948,K03H1.10.1,F25E2.5a,0.000,0.000,0.000,0.000,0.000,0.210,0.156,0.504,0.624
Y48G10A.3,sir-2.1,510712,505862,Y48G10A.3,R11A8.4.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.574,0.574
ubq-2,sir-2.1,512753,505862,ZK1010.1.1,R11A8.4.1,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.393,0.404
rack-1,ras-1,504072,497019,K04D7.1.1,C44C11.1a.1,0.000,0.000,0.000,0.000,0.000,0.000,0.403,0.183,0.479
cul-2,elc-2,513191,508659,ZK520.4a,W03H1.2,0.000,0.000,0.000,0.000,0.000,0.000,0.936,0.000,0.936
let-60,F25B5.4a.3,513421,499925,ZK792.6,F25B5.4a.3,0.000,0.000,0.000,0.000,0.000,0.533,0.000,0.180,0.591
akt-2,C29F9.5,500297,496104,F28H6.1a,C29F9.5,0.000,0.000,0.000,0.000,0.000,0.139,0.156,0.344,0.458
